matchId,summonerName,riotIdGameName,riotIdTagline,teamId,champion,win,kills,deaths,assists,gold,damage_total,damage_magic,damage_physical,damage_true,item0,item1,item2,item3,item4,item5,item6,team_champs,enemy_champs,spell1,spell2,rune_core,rune_sub,rune_shards
KR_7778095911,트롤 혜지#KR1,트롤 혜지,KR1,200,Rumble,1,2,6,22,8183,13851,13104,303,443,마법사의 신발,,,균열 생성기,리안드리의 고통,,포로 간식,"['Cassiopeia', 'Jayce', 'Yunara', 'Rumble', 'Gwen']","['Kaisa', 'Sona', 'Janna', 'Swain', 'Varus']",유체화,점멸,어둠의 수확,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7778095911,흑당 아메리카노#KR1,흑당 아메리카노,KR1,200,Gwen,1,6,6,11,8860,8999,5736,1482,1780,균열 생성기,마법사의 신발,그림자불꽃,,,,포로 간식,"['Cassiopeia', 'Jayce', 'Yunara', 'Rumble', 'Gwen']","['Kaisa', 'Sona', 'Janna', 'Swain', 'Varus']",유체화,표식,정복자,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7673853453,딜서폿초고수#KR1,딜서폿초고수,KR1,100,Caitlyn,1,14,11,29,15257,23640,1187,22241,211,징수의 총,광전사의 군화,고속 연사포,무한의 대검,필멸자의 운명,곡궁,포로 간식,"['Caitlyn', 'Malphite', 'Tristana', 'Mel', 'Corki']","['Graves', 'Illaoi', 'Milio', 'Ashe', 'MissFortune']",회복,점멸,집중 공격,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7673853453,제주 앙주#7326,제주 앙주,7326,100,Malphite,1,9,13,33,13025,32824,29579,2372,872,루덴의 동반자,충전형 물약,라바돈의 죽음모자,마법사의 신발,폭풍 쇄도,마법공학 교류 발전기,포로 간식,"['Caitlyn', 'Malphite', 'Tristana', 'Mel', 'Corki']","['Graves', 'Illaoi', 'Milio', 'Ashe', 'MissFortune']",방어막,점멸,어둠의 수확,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7673853453,추세를따라서#KR 1,추세를따라서,KR 1,100,Tristana,1,12,13,27,14898,28205,1894,26103,207,윤 탈 야생화살,나보리 명멸검,광전사의 군화,필멸자의 운명,무한의 대검,,포로 간식,"['Caitlyn', 'Malphite', 'Tristana', 'Mel', 'Corki']","['Graves', 'Illaoi', 'Milio', 'Ashe', 'MissFortune']",유체화,점멸,,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7673853453,제라스깐부#KR1,제라스깐부,KR1,100,Mel,1,15,8,32,15071,42351,39491,564,2295,루덴의 동반자,마법사의 신발,리안드리의 고통,라바돈의 죽음모자,그림자불꽃,,포로 간식,"['Caitlyn', 'Malphite', 'Tristana', 'Mel', 'Corki']","['Graves', 'Illaoi', 'Milio', 'Ashe', 'MissFortune']",유체화,점멸,어둠의 수확,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7673853453,보르람지#KR1,보르람지,KR1,100,Corki,1,17,14,25,16339,30959,6306,21401,3251,징수의 총,기회,요우무의 유령검,독사의 송곳니,야수화,명석함의 아이오니아 장화,포로 간식,"['Caitlyn', 'Malphite', 'Tristana', 'Mel', 'Corki']","['Graves', 'Illaoi', 'Milio', 'Ashe', 'MissFortune']",표식,점멸,칼날비,정밀,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7673853453,꽁끼낑깡낑꽁깡꽁#KR1,꽁끼낑깡낑꽁깡꽁,KR1,200,Graves,0,18,11,20,17351,26886,1817,24737,331,징수의 총,헤르메스의 발걸음,무한의 대검,피바라기,필멸자의 운명,절정의 화살,포로 간식,"['Graves', 'Illaoi', 'Milio', 'Ashe', 'MissFortune']","['Caitlyn', 'Malphite', 'Tristana', 'Mel', 'Corki']",유체화,점멸,기민한 발놀림,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7673853453,군침이돌지않아#KR1,군침이돌지않아,KR1,200,Illaoi,0,9,16,20,12647,16111,136,15323,651,갈라진 하늘,얼어붙은 건틀릿,판금 장화,죽음의 무도,마법무효화의 망토,루비 수정,포로 간식,"['Graves', 'Illaoi', 'Milio', 'Ashe', 'MissFortune']","['Caitlyn', 'Malphite', 'Tristana', 'Mel', 'Corki']",표식,점멸,정복자,지배,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7673853453,초콜릿키보드#KR1,초콜릿키보드,KR1,200,Milio,0,3,8,47,12503,12870,12359,511,0,루덴의 동반자,마법사의 신발,새벽심장,월석 재생기,흐르는 물의 지팡이,금지된 우상,포로 간식,"['Graves', 'Illaoi', 'Milio', 'Ashe', 'MissFortune']","['Caitlyn', 'Malphite', 'Tristana', 'Mel', 'Corki']",회복,점멸,신비로운 유성,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7673853453,티비밍키#zi존,티비밍키,zi존,200,Ashe,0,9,14,23,13760,24630,3490,20179,960,광전사의 군화,윤 탈 야생화살,유령 무희,무한의 대검,불멸의 철갑궁,,포로 간식,"['Graves', 'Illaoi', 'Milio', 'Ashe', 'MissFortune']","['Caitlyn', 'Malphite', 'Tristana', 'Mel', 'Corki']",유체화,점멸,,지배,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7673853453,키드림#Kid,키드림,Kid,200,MissFortune,0,19,18,20,14980,32737,1834,28687,2214,징수의 총,광전사의 군화,원칙의 원형낫,무한의 대검,도미닉 경의 인사,민첩성의 망토,포로 간식,"['Graves', 'Illaoi', 'Milio', 'Ashe', 'MissFortune']","['Caitlyn', 'Malphite', 'Tristana', 'Mel', 'Corki']",표식,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7628845700,금천대장#KR1,금천대장,KR1,100,Seraphine,1,3,10,44,12083,15176,13081,1397,697,악의,모렐로노미콘,부서진 팔목 보호대,라일라이의 수정홀,마법사의 신발,,,"['Seraphine', 'TwistedFate', 'Mel', 'Senna', 'Poppy']","['Jinx', 'MissFortune', 'Rengar', 'Malphite', 'Thresh']",탈진,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7628845700,나한테죽으면아이언#KR2,나한테죽으면아이언,KR2,100,TwistedFate,1,15,13,35,14905,39440,38445,995,0,어둠불꽃 횃불,명석함의 아이오니아 장화,리안드리의 고통,그림자불꽃,우주의 추진력,역병의 보석,,"['Seraphine', 'TwistedFate', 'Mel', 'Senna', 'Poppy']","['Jinx', 'MissFortune', 'Rengar', 'Malphite', 'Thresh']",탈진,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7628845700,MT03입문자#KR1,MT03입문자,KR1,100,Mel,1,27,9,29,16717,38235,35302,2215,718,루덴의 동반자,마법공학 교류 발전기,마법사의 신발,그림자불꽃,라바돈의 죽음모자,무덤꽃,포로 간식,"['Seraphine', 'TwistedFate', 'Mel', 'Senna', 'Poppy']","['Jinx', 'MissFortune', 'Rengar', 'Malphite', 'Thresh']",점멸,탈진,어둠의 수확,마법,스킬가속 +8|적응형 능력치 +9|체력 +15~90
KR_7628845700,seul#5666,seul,5666,100,Senna,1,9,9,41,14033,30752,539,29438,773,징수의 총,신속의 장화,고속 연사포,무한의 대검,탐식의 망치,루비 수정,포로 간식,"['Seraphine', 'TwistedFate', 'Mel', 'Senna', 'Poppy']","['Jinx', 'MissFortune', 'Rengar', 'Malphite', 'Thresh']",유체화,점멸,집중 공격,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7628845700,호오롱#KR1,호오롱,KR1,100,Poppy,1,10,9,29,13055,29268,7307,21088,872,란두인의 예언,가시 갑옷,종말의 겨울,,끝없는 절망,판금 장화,포로 간식,"['Seraphine', 'TwistedFate', 'Mel', 'Senna', 'Poppy']","['Jinx', 'MissFortune', 'Rengar', 'Malphite', 'Thresh']",표식,점멸,착취의 손아귀,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7628845700,접 수 증#KR1,접 수 증,KR1,200,Jinx,0,14,12,17,14878,29175,532,28643,0,윤 탈 야생화살,광전사의 군화,루난의 허리케인,무한의 대검,피바라기,민첩성의 망토,포로 간식,"['Jinx', 'MissFortune', 'Rengar', 'Malphite', 'Thresh']","['Seraphine', 'TwistedFate', 'Mel', 'Senna', 'Poppy']",유체화,점멸,,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7628845700,꽁끼낑깡낑꽁깡꽁#KR1,꽁끼낑깡낑꽁깡꽁,KR1,200,MissFortune,0,6,12,25,13112,20211,1667,18544,0,피바라기,광전사의 군화,정수 약탈자,무한의 대검,최후의 속삭임,민첩성의 망토,포로 간식,"['Jinx', 'MissFortune', 'Rengar', 'Malphite', 'Thresh']","['Seraphine', 'TwistedFate', 'Mel', 'Senna', 'Poppy']",유체화,점멸,집중 공격,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7628845700,Nunuzzdenuz#888,Nunuzzdenuz,888,200,Rengar,0,15,14,10,13514,29607,2370,25563,1673,불경한 히드라,벼락폭풍검,원칙의 원형낫,장화,오만,롱소드,포로 간식,"['Jinx', 'MissFortune', 'Rengar', 'Malphite', 'Thresh']","['Seraphine', 'TwistedFate', 'Mel', 'Senna', 'Poppy']",표식,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7628845700,ABYSSGROUND#KR1,ABYSSGROUND,KR1,200,Malphite,0,6,14,23,11615,28959,25274,2179,1505,악의,루덴의 동반자,마법사의 신발,폭풍 쇄도,마법공학 교류 발전기,,포로 간식,"['Jinx', 'MissFortune', 'Rengar', 'Malphite', 'Thresh']","['Seraphine', 'TwistedFate', 'Mel', 'Senna', 'Poppy']",점멸,표식,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7628845700,딱 1번 참는 사람#KR1,딱 1번 참는 사람,KR1,200,Thresh,0,9,12,19,12577,18853,14275,4023,555,강철심장,여신의 눈물,헤르메스의 발걸음,끝없는 절망,케이닉 루컨,거인의 허리띠,포로 간식,"['Jinx', 'MissFortune', 'Rengar', 'Malphite', 'Thresh']","['Seraphine', 'TwistedFate', 'Mel', 'Senna', 'Poppy']",표식,점멸,착취의 손아귀,정밀,스킬가속 +8|체력 +15~90|체력 +15~90
KR_7751252538,우리탑정글화이팅#KR1,우리탑정글화이팅,KR1,100,Blitzcrank,1,6,9,27,13509,20671,12046,5661,2963,종말의 겨울,워모그의 갑옷,명석함의 아이오니아 장화,망자의 갑옷,망령의 두건,음전자 망토,포로 간식,"['Blitzcrank', 'Kaisa', 'Nami', 'Ezreal', 'Diana']","['Xerath', 'Nunu', 'Aphelios', 'AurelionSol', 'LeeSin']",점멸,표식,여진,영감,스킬가속 +8|체력 +15~90|체력 +15~90
KR_7751252538,궁을 깊숙이#넣을게,궁을 깊숙이,넣을게,100,Kaisa,1,20,6,22,17564,54034,27643,25425,965,크라켄 학살자,존야의 모래시계,구인수의 격노검,내셔의 이빨,쓸데없이 큰 지팡이,광전사의 군화,포로 간식,"['Blitzcrank', 'Kaisa', 'Nami', 'Ezreal', 'Diana']","['Xerath', 'Nunu', 'Aphelios', 'AurelionSol', 'LeeSin']",유체화,점멸,,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7751252538,Mikasa#에 렌,Mikasa,에 렌,100,Nami,1,6,2,42,14447,14976,12500,1638,837,제국의 명령,미카엘의 축복,월석 재생기,점화석,명석함의 아이오니아 장화,불타는 향로,포로 간식,"['Blitzcrank', 'Kaisa', 'Nami', 'Ezreal', 'Diana']","['Xerath', 'Nunu', 'Aphelios', 'AurelionSol', 'LeeSin']",탈진,점멸,콩콩이 소환,결의,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7751252538,충청도식 카이팅#KR1,충청도식 카이팅,KR1,100,Ezreal,1,6,6,29,14602,45931,13293,31760,877,삼위일체,무라마나,명석함의 아이오니아 장화,쇼진의 창,세릴다의 원한,,포로 간식,"['Blitzcrank', 'Kaisa', 'Nami', 'Ezreal', 'Diana']","['Xerath', 'Nunu', 'Aphelios', 'AurelionSol', 'LeeSin']",정화,점멸,정복자,마법,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7751252538,간절함#KR1,간절함,KR1,100,Diana,1,13,13,18,14862,34029,29334,1778,2917,마법사의 신발,존야의 모래시계,,라바돈의 죽음모자,그림자불꽃,폭풍 쇄도,포로 간식,"['Blitzcrank', 'Kaisa', 'Nami', 'Ezreal', 'Diana']","['Xerath', 'Nunu', 'Aphelios', 'AurelionSol', 'LeeSin']",점멸,표식,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7751252538,슈프림#123,슈프림,123,200,Xerath,0,8,6,20,15029,34775,33314,678,781,라바돈의 죽음모자,루덴의 동반자,지평선의 초점,그림자불꽃,,마법사의 신발,포로 간식,"['Xerath', 'Nunu', 'Aphelios', 'AurelionSol', 'LeeSin']","['Blitzcrank', 'Kaisa', 'Nami', 'Ezreal', 'Diana']",총명,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7751252538,Vla  D  mir#KR1,Vla  D  mir,KR1,200,Nunu,0,4,12,24,13842,13637,12338,1298,0,종말의 겨울,정령의 형상,판금 장화,끝없는 절망,가시 갑옷,거인의 허리띠,포로 간식,"['Xerath', 'Nunu', 'Aphelios', 'AurelionSol', 'LeeSin']","['Blitzcrank', 'Kaisa', 'Nami', 'Ezreal', 'Diana']",유체화,점멸,여진,정밀,스킬가속 +8|체력 +15~90|5013
KR_7751252538,맛 배#KR1,맛 배,KR1,200,Aphelios,0,5,15,16,14493,20253,616,19636,0,크라켄 학살자,광전사의 군화,루난의 허리케인,무한의 대검,필멸자의 운명,,,"['Xerath', 'Nunu', 'Aphelios', 'AurelionSol', 'LeeSin']","['Blitzcrank', 'Kaisa', 'Nami', 'Ezreal', 'Diana']",점멸,정화,,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7751252538,강을복#KR1,강을복,KR1,200,AurelionSol,0,9,5,19,15054,34634,34550,57,26,모렐로노미콘,사라진 양피지,리안드리의 고통,마법사의 신발,라일라이의 수정홀,핏빛 저주,포로 간식,"['Xerath', 'Nunu', 'Aphelios', 'AurelionSol', 'LeeSin']","['Blitzcrank', 'Kaisa', 'Nami', 'Ezreal', 'Diana']",유체화,점멸,신비로운 유성,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7751252538,모 오#KR10,모 오,KR10,200,LeeSin,0,10,13,16,13842,30662,6369,22702,1591,칠흑의 양날 도끼,명석함의 아이오니아 장화,맬모셔스의 아귀,죽음의 무도,오만,,,"['Xerath', 'Nunu', 'Aphelios', 'AurelionSol', 'LeeSin']","['Blitzcrank', 'Kaisa', 'Nami', 'Ezreal', 'Diana']",표식,점멸,정복자,지배,공속 +10%|적응형 능력치 +9|5013
KR_7777046526,파란색잉여#ING,파란색잉여,ING,100,Annie,0,7,17,30,13782,35230,32522,599,2108,악의,마법사의 신발,존야의 모래시계,폭풍 쇄도,그림자불꽃,,,"['Annie', 'Samira', 'Jayce', 'Maokai', 'Swain']","['Jhin', 'Caitlyn', 'Jinx', 'Karthus', 'Ziggs']",표식,점멸,어둠의 수확,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7777046526,봉떡이#KR1,봉떡이,KR1,100,Samira,0,24,19,21,19488,40028,4825,32828,2374,징수의 총,판금 장화,피바라기,무한의 대검,불멸의 철갑궁,케이닉 루컨,포로 간식,"['Annie', 'Samira', 'Jayce', 'Maokai', 'Swain']","['Jhin', 'Caitlyn', 'Jinx', 'Karthus', 'Ziggs']",정화,점멸,정복자,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7777046526,소라킹#KR1,소라킹,KR1,100,Jayce,0,19,13,24,17459,38410,4848,33126,435,밤의 끝자락,무라마나,오만,명석함의 아이오니아 장화,월식,징수의 총,포로 간식,"['Annie', 'Samira', 'Jayce', 'Maokai', 'Swain']","['Jhin', 'Caitlyn', 'Jinx', 'Karthus', 'Ziggs']",표식,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7777046526,충전기깬피카츄#KR1,충전기깬피카츄,KR1,100,Maokai,0,9,12,32,15302,21107,17402,2185,1520,워모그의 갑옷,란두인의 예언,끝없는 절망,판금 장화,종말의 겨울,망령의 두건,포로 간식,"['Annie', 'Samira', 'Jayce', 'Maokai', 'Swain']","['Jhin', 'Caitlyn', 'Jinx', 'Karthus', 'Ziggs']",표식,점멸,착취의 손아귀,정밀,스킬가속 +8|체력 +15~90|체력 +15~90
KR_7777046526,T1 viper#frezn,T1 viper,frezn,100,Swain,0,7,14,34,15265,23532,22966,565,0,판금 장화,영겁의 지팡이,대천사의 포옹,란두인의 예언,라일라이의 수정홀,케이닉 루컨,포로 간식,"['Annie', 'Samira', 'Jayce', 'Maokai', 'Swain']","['Jhin', 'Caitlyn', 'Jinx', 'Karthus', 'Ziggs']",유체화,점멸,정복자,지배,스킬가속 +8|적응형 능력치 +9|체력 +15~90
KR_7777046526,Hato#KR1,Hato,KR1,200,Jhin,1,14,10,29,16820,34464,1747,32388,328,징수의 총,신속의 장화,헤르메스의 시미터,필멸자의 운명,무한의 대검,민첩성의 망토,포로 간식,"['Jhin', 'Caitlyn', 'Jinx', 'Karthus', 'Ziggs']","['Annie', 'Samira', 'Jayce', 'Maokai', 'Swain']",유체화,점멸,기민한 발놀림,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7777046526,한타형 서포터#KR1,한타형 서포터,KR1,200,Caitlyn,1,12,14,32,16169,33164,990,32173,0,윤 탈 야생화살,광전사의 군화,무한의 대검,고속 연사포,필멸자의 운명,곡궁,포로 간식,"['Jhin', 'Caitlyn', 'Jinx', 'Karthus', 'Ziggs']","['Annie', 'Samira', 'Jayce', 'Maokai', 'Swain']",유체화,점멸,집중 공격,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7777046526,BoBPuRi#KR1,BoBPuRi,KR1,200,Jinx,1,9,14,31,14496,31362,1198,29338,825,오만,무라마나,원칙의 원형낫,세릴다의 원한,,명석함의 아이오니아 장화,포로 간식,"['Jhin', 'Caitlyn', 'Jinx', 'Karthus', 'Ziggs']","['Annie', 'Samira', 'Jayce', 'Maokai', 'Swain']",유체화,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7777046526,동구는공주야#KR1,동구는공주야,KR1,200,Karthus,1,23,19,37,18642,83132,78592,250,4289,존야의 모래시계,마법사의 신발,어둠불꽃 횃불,라바돈의 죽음모자,공허의 지팡이,리안드리의 고통,포로 간식,"['Jhin', 'Caitlyn', 'Jinx', 'Karthus', 'Ziggs']","['Annie', 'Samira', 'Jayce', 'Maokai', 'Swain']",표식,점화,어둠의 수확,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7777046526,뽀 솔#1111,뽀 솔,1111,200,Ziggs,1,16,9,36,17000,47101,45164,775,1160,어둠불꽃 횃불,리안드리의 고통,그림자불꽃,마법사의 신발,모렐로노미콘,악마의 마법서,포로 간식,"['Jhin', 'Caitlyn', 'Jinx', 'Karthus', 'Ziggs']","['Annie', 'Samira', 'Jayce', 'Maokai', 'Swain']",탈진,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|5011
KR_7769819084,무 늬#789,무 늬,789,100,Yone,0,15,14,28,13782,33596,5153,24695,3747,강철 인장,곡괭이,불멸의 철갑궁,무한의 대검,크라켄 학살자,광전사의 군화,포로 간식,"['Yone', 'Senna', 'Blitzcrank', 'Jhin', 'Nautilus']","['Elise', 'Chogath', 'Graves', 'Briar', 'Lux']",표식,점멸,,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7769819084,매화검존 박성민#화산파,매화검존 박성민,화산파,100,Senna,0,9,11,43,13420,26244,5166,20411,666,스태틱의 단검,칠흑의 양날 도끼,고속 연사포,무한의 대검,롱소드,신속의 장화,포로 간식,"['Yone', 'Senna', 'Blitzcrank', 'Jhin', 'Nautilus']","['Elise', 'Chogath', 'Graves', 'Briar', 'Lux']",유체화,점멸,기민한 발놀림,영감,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7769819084,제주 다딱이#KR1,제주 다딱이,KR1,100,Blitzcrank,0,5,12,28,11339,21264,17225,2644,1394,루덴의 동반자,폭풍 쇄도,신속의 장화,악의,,쓸데없이 큰 지팡이,포로 간식,"['Yone', 'Senna', 'Blitzcrank', 'Jhin', 'Nautilus']","['Elise', 'Chogath', 'Graves', 'Briar', 'Lux']",표식,점멸,선제공격,정밀,적응형 능력치 +9|5010|체력 +15~90
KR_7769819084,화가많은넘#KR1,화가많은넘,KR1,100,Jhin,0,26,8,21,15850,38349,3104,33859,1385,오만,신속의 장화,징수의 총,무한의 대검,고속 연사포,흡혈의 낫,포로 간식,"['Yone', 'Senna', 'Blitzcrank', 'Jhin', 'Nautilus']","['Elise', 'Chogath', 'Graves', 'Briar', 'Lux']",유체화,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7769819084,초보볼#Kr94,초보볼,Kr94,100,Nautilus,0,5,13,36,10919,23768,13583,8971,1212,강철심장,종말의 겨울,판금 장화,가시 갑옷,군단의 방패,루비 수정,포로 간식,"['Yone', 'Senna', 'Blitzcrank', 'Jhin', 'Nautilus']","['Elise', 'Chogath', 'Graves', 'Briar', 'Lux']",표식,점멸,착취의 손아귀,정밀,스킬가속 +8|체력 +15~90|체력 +15~90
KR_7769819084,Nunuzzdenuz#888,Nunuzzdenuz,888,200,Elise,1,7,11,27,11843,34987,31364,2254,1368,루덴의 동반자,마법사의 신발,폭풍 쇄도,그림자불꽃,역병의 보석,,포로 간식,"['Elise', 'Chogath', 'Graves', 'Briar', 'Lux']","['Yone', 'Senna', 'Blitzcrank', 'Jhin', 'Nautilus']",표식,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7769819084,청소년자료실#KR1,청소년자료실,KR1,200,Chogath,1,5,11,29,11084,16969,10727,2673,3568,여신의 눈물,강철심장,란두인의 예언,판금 장화,점화석,거인의 허리띠,포로 간식,"['Elise', 'Chogath', 'Graves', 'Briar', 'Lux']","['Yone', 'Senna', 'Blitzcrank', 'Jhin', 'Nautilus']",점멸,표식,착취의 손아귀,지배,스킬가속 +8|적응형 능력치 +9|체력 +15~90
KR_7769819084,chokr#KR1,chokr,KR1,200,Graves,1,32,13,16,19395,41930,1281,36604,4044,징수의 총,판금 장화,불멸의 철갑궁,무한의 대검,도미닉 경의 인사,피바라기,포로 간식,"['Elise', 'Chogath', 'Graves', 'Briar', 'Lux']","['Yone', 'Senna', 'Blitzcrank', 'Jhin', 'Nautilus']",점멸,표식,어둠의 수확,정밀,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7769819084,MH user#KR1,MH user,KR1,200,Briar,1,8,16,29,11702,22567,4958,15153,2454,갈라진 하늘,란두인의 예언,판금 장화,죽음의 무도,덤불 조끼,,포로 간식,"['Elise', 'Chogath', 'Graves', 'Briar', 'Lux']","['Yone', 'Senna', 'Blitzcrank', 'Jhin', 'Nautilus']",표식,점멸,정복자,지배,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7769819084,iNj#iNj,iNj,iNj,200,Lux,1,6,9,36,12781,24636,22460,1395,780,루덴의 동반자,그림자불꽃,라바돈의 죽음모자,증폭의 고서,,마법사의 신발,포로 간식,"['Elise', 'Chogath', 'Graves', 'Briar', 'Lux']","['Yone', 'Senna', 'Blitzcrank', 'Jhin', 'Nautilus']",탈진,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7767534094,svck#KR1,svck,KR1,100,Malzahar,0,6,4,13,7300,11745,10827,360,558,어둠불꽃 횃불,리안드리의 고통,장화,,,,포로 간식,"['Malzahar', 'LeeSin', 'Thresh', 'Karma', 'Jhin']","['TahmKench', 'Lissandra', 'Fizz', 'MissFortune', 'Ambessa']",유체화,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7767534094,뭐가섭섭해#KR1,뭐가섭섭해,KR1,100,LeeSin,0,7,11,16,6474,13521,3545,9492,484,월식,헤르메스의 발걸음,땅굴 채굴기,롱소드,빛나는 티끌,,,"['Malzahar', 'LeeSin', 'Thresh', 'Karma', 'Jhin']","['TahmKench', 'Lissandra', 'Fizz', 'MissFortune', 'Ambessa']",점멸,표식,정복자,결의,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7767534094,대구MZ샤코#5350,대구MZ샤코,5350,100,Thresh,0,0,8,19,4945,5350,4091,843,415,강철심장,여신의 눈물,장화,마법무효화의 망토,,,포로 간식,"['Malzahar', 'LeeSin', 'Thresh', 'Karma', 'Jhin']","['TahmKench', 'Lissandra', 'Fizz', 'MissFortune', 'Ambessa']",점멸,표식,착취의 손아귀,정밀,스킬가속 +8|체력 +15~90|체력 +15~90
KR_7767534094,리그 무패강등#KR1,리그 무패강등,KR1,100,Karma,0,4,3,20,6248,9659,8554,702,402,악의,명석함의 아이오니아 장화,충전형 물약,월석 재생기,,,포로 간식,"['Malzahar', 'LeeSin', 'Thresh', 'Karma', 'Jhin']","['TahmKench', 'Lissandra', 'Fizz', 'MissFortune', 'Ambessa']",유체화,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7767534094,벌레보면차단#KR11,벌레보면차단,KR11,100,Jhin,0,10,4,11,7434,14233,864,13369,0,오만,신속의 장화,징수의 총,롱소드,,,포로 간식,"['Malzahar', 'LeeSin', 'Thresh', 'Karma', 'Jhin']","['TahmKench', 'Lissandra', 'Fizz', 'MissFortune', 'Ambessa']",유체화,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7767534094,내꿈은 브라움#KR1,내꿈은 브라움,KR1,200,TahmKench,1,4,4,9,5774,6019,3805,1579,634,강철심장,여신의 눈물,장화,거인의 허리띠,,,포로 간식,"['TahmKench', 'Lissandra', 'Fizz', 'MissFortune', 'Ambessa']","['Malzahar', 'LeeSin', 'Thresh', 'Karma', 'Jhin']",표식,점멸,착취의 손아귀,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7767534094,샹크스팔도둑#KR1,샹크스팔도둑,KR1,200,Lissandra,1,5,4,20,6970,10660,9442,340,878,충전형 물약,어둠불꽃 횃불,마법사의 신발,증폭의 고서,천 갑옷,,포로 간식,"['TahmKench', 'Lissandra', 'Fizz', 'MissFortune', 'Ambessa']","['Malzahar', 'LeeSin', 'Thresh', 'Karma', 'Jhin']",점멸,표식,어둠의 수확,정밀,스킬가속 +8|적응형 능력치 +9|체력 +15~90
KR_7767534094,아이리 칸나#KR33,아이리 칸나,KR33,200,Fizz,1,6,6,17,7149,11430,5752,5293,385,수정 팔 보호구,,,강철심장,루비 수정,판금 장화,포로 간식,"['TahmKench', 'Lissandra', 'Fizz', 'MissFortune', 'Ambessa']","['Malzahar', 'LeeSin', 'Thresh', 'Karma', 'Jhin']",표식,점멸,착취의 손아귀,정밀,공속 +10%|적응형 능력치 +9|체력 +15~90
